Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
185;BKR;Baker Hughes Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US05722G1004;;1,00;0,01000;USD;17.07.2017 0:00:00
186;BKU;BankUnited, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US06652K1034;;1,00;0,01000;USD;04.12.2020 0:00:00
187;BL;BlackLine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09239B1098;;1,00;0,01000;USD;31.10.2019 0:00:00
188;BLD;TopBuild Corp.;Акции;Акции иностранного эмитента обыкновенные;;US89055F1030;;1,00;0,01000;USD;11.06.2019 0:00:00
189;BLDR;Builders FirstSource, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12008R1077;;1,00;0,01000;USD;31.10.2019 0:00:00
190;BLK;BlackRock, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09247X1019;;1,00;0,01000;USD;06.10.2016 0:00:00
191;BLKB;Blackbaud, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09227Q1004;;1,00;0,01000;USD;31.01.2019 0:00:00
192;BLL;Ball Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0584981064;;1,00;0,01000;USD;23.11.2016 0:00:00
193;BLMN;Bloomin' Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0942351083;;1,00;0,01000;USD;04.12.2020 0:00:00
194;BLUE;bluebird bio, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09609G1004;;1,00;0,01000;USD;05.08.2019 0:00:00
195;BMI;Badger Meter, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0565251081;;1,00;0,01000;USD;28.02.2019 0:00:00
196;BMRN;BioMarin Pharmaceutical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09061G1013;;1,00;0,01000;USD;05.08.2019 0:00:00
197;BMW@DE;Bayerische Motoren Werke Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005190003;;1,00;0,01000;EUR;03.08.2018 0:00:00
198;BMY;Bristol-Myers Squibb Company;Акции;Акции иностранного эмитента обыкновенные;;US1101221083;;1,00;0,01000;USD;06.10.2016 0:00:00
199;BOH;Bank of Hawaii Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0625401098;;1,00;0,01000;USD;18.05.2020 0:00:00
200;BOKF;BOK Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05561Q2012;;1,00;0,01000;USD;18.05.2020 0:00:00
201;BOOT;Boot Barn Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0994061002;;1,00;0,01000;USD;31.10.2019 0:00:00
202;BOSS@DE;HUGO BOSS AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A1PHFF7;;1,00;0,01000;EUR;01.03.2021 0:00:00
203;BOX;Box, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US10316T1043;;1,00;0,01000;USD;04.12.2020 0:00:00
204;BPMC;Blueprint Medicines Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09627Y1091;;1,00;0,01000;USD;05.08.2019 0:00:00
205;BR;Broadridge Financial Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11133T1034;;1,00;0,01000;USD;31.01.2019 0:00:00
206;BRC;Brady Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1046741062;;1,00;0,01000;USD;18.05.2020 0:00:00
207;BRK.B;Berkshire Hathaway Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US0846707026;;1,00;0,01000;USD;23.11.2016 0:00:00
208;BRKR;Bruker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1167941087;;1,00;0,01000;USD;04.04.2019 0:00:00
209;BRKS;Brooks Automation, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1143401024;;1,00;0,01000;USD;04.12.2020 0:00:00
210;BRO;Brown & Brown, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1152361010;;1,00;0,01000;USD;18.05.2020 0:00:00
211;BRX;Brixmor Property Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11120U1051;;1,00;0,01000;USD;04.12.2020 0:00:00
212;BSX;Boston Scientific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1011371077;;1,00;0,01000;USD;06.10.2016 0:00:00
213;BTAI;BioXcel Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09075P1057;;1,00;0,01000;USD;13.10.2020 0:00:00
214;BURL;Burlington Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1220171060;;1,00;0,01000;USD;04.04.2019 0:00:00
215;BVB@DE;Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;Акции;Акции иностранного эмитента обыкновенные;;DE0005493092;;1,00;0,01000;EUR;01.03.2021 0:00:00
216;BWA;BorgWarner Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0997241064;;1,00;0,01000;USD;23.11.2016 0:00:00
217;BWXT;BWX Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05605H1005;;1,00;0,01000;USD;18.05.2020 0:00:00
218;BX;The Blackstone Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09260D1072;;1,00;0,01000;USD;16.12.2020 0:00:00
219;BXP;Boston Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1011211018;;1,00;0,01000;USD;23.11.2016 0:00:00
220;BYND;Beyond Meat, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08862E1091;;1,00;0,01000;USD;31.10.2019 0:00:00
221;C;Citigroup Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1729674242;;1,00;0,01000;USD;06.10.2016 0:00:00
222;CABO;Cable One, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12685J1051;;1,00;0,01000;USD;18.05.2020 0:00:00
223;CACC;Credit Acceptance Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2253101016;;1,00;0,01000;USD;05.08.2019 0:00:00
224;CAG;Conagra Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2058871029;;1,00;0,01000;USD;23.11.2016 0:00:00
225;CAH;Cardinal Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14149Y1082;;1,00;0,01000;USD;23.11.2016 0:00:00
226;CALM;Cal-Maine Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1280302027;;1,00;0,01000;USD;28.02.2019 0:00:00
227;CARA;Cara Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1407551092;;1,00;0,01000;USD;31.10.2019 0:00:00
228;CARG;CarGurus, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1417881091;;1,00;0,01000;USD;11.06.2019 0:00:00
229;CARR;Carrier Global Corporation;Акции;Акции иностранного эмитента обыкновенные;;US14448C1045;;1,00;0,01000;USD;06.04.2020 0:00:00
230;CARS;Cars.com Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14575E1055;;1,00;0,01000;USD;05.08.2019 0:00:00
231;CASY;Casey's General Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1475281036;;1,00;0,01000;USD;31.01.2019 0:00:00
232;CAT;Caterpillar Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1491231015;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
233;CB;Chubb Limited;Акции;Акции иностранного эмитента обыкновенные;;CH0044328745;;1,00;0,01000;USD;14.06.2017 0:00:00
234;CBRE;CBRE Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US12504L1098;;1,00;0,01000;USD;23.11.2016 0:00:00
235;CBRL;Cracker Barrel Old Country Store, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22410J1060;;1,00;0,01000;USD;31.01.2019 0:00:00
236;CBSH;Commerce Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2005251036;;1,00;0,01000;USD;18.05.2020 0:00:00
237;CBU;Community Bank System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2036071064;;1,00;0,01000;USD;18.05.2020 0:00:00
238;CC;The Chemours Company;Акции;Акции иностранного эмитента обыкновенные;;US1638511089;;1,00;0,01000;USD;04.12.2020 0:00:00
239;CCI;Crown Castle International Corp.;Акции;Акции иностранного эмитента обыкновенные;;US22822V1017;;1,00;0,01000;USD;26.04.2017 0:00:00
240;CCK;Crown Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2283681060;;1,00;0,01000;USD;11.06.2019 0:00:00
241;CCL;Carnival Corporation;Акции;Акции иностранного эмитента обыкновенные;;PA1436583006;;1,00;0,01000;USD;26.04.2017 0:00:00
242;CCMP;CMC Materials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12571T1007;;1,00;0,01000;USD;18.05.2020 0:00:00
243;CCOI;Cogent Communications Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19239V3024;;1,00;0,01000;USD;29.07.2020 0:00:00
244;CCXI;ChemoCentryx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US16383L1061;;1,00;0,01000;USD;29.07.2020 0:00:00
245;CDK;CDK Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12508E1010;;1,00;0,01000;USD;18.05.2020 0:00:00
246;CDLX;Cardlytics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14161W1053;;1,00;0,01000;USD;29.07.2020 0:00:00
247;CDNA;CareDx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14167L1035;;1,00;0,01000;USD;31.10.2019 0:00:00
248;CDNS;Cadence Design Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1273871087;;1,00;0,01000;USD;31.01.2019 0:00:00
249;CDW;CDW Corporation;Акции;Акции иностранного эмитента обыкновенные;;US12514G1085;;1,00;0,01000;USD;18.05.2020 0:00:00
250;CE;Celanese Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1508701034;;1,00;0,01000;USD;28.02.2019 0:00:00
251;CENT;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные;;US1535271068;;1,00;0,01000;USD;11.06.2019 0:00:00
252;CENTA;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US1535272058;;1,00;0,01000;USD;11.06.2019 0:00:00
253;CERN;Cerner Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1567821046;;1,00;0,01000;USD;26.04.2017 0:00:00
254;CEVA;CEVA, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1572101053;;1,00;0,01000;USD;13.10.2020 0:00:00
255;CF;CF Industries Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1252691001;;1,00;0,01000;USD;26.04.2017 0:00:00
256;CFG;Citizens Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1746101054;;1,00;0,01000;USD;14.06.2017 0:00:00
257;CFR;Cullen/Frost Bankers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2298991090;;1,00;0,01000;USD;18.05.2020 0:00:00
258;CFX;Colfax Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1940141062;;1,00;0,01000;USD;31.10.2019 0:00:00
259;CGEN;Compugen Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0010852080;;1,00;0,01000;USD;04.12.2020 0:00:00
260;CGNT;Cognyte Software Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011691438;;1,00;0,01000;USD;05.02.2021 0:00:00
